Zipcode,Median Age,Population,Asian,Black,Hispanic,White,American Indian,Native Hawaaiian,Two or more races
20895,42.6,19026.0,1042.0,1168.0,2140.0,15042.0,20.0,16.0,1175.0
19967,55.4,1246.0,5.0,7.0,16.0,1218.0,0.0,0.0,16.0
19971,59.9,13739.0,252.0,509.0,130.0,12831.0,22.0,0.0,101.0
19979,45.2,719.0,7.0,56.0,92.0,627.0,0.0,0.0,29.0
19534,47.0,1979.0,0.0,0.0,10.0,1908.0,0.0,0.0,71.0
19540,46.3,11270.0,51.0,85.0,580.0,10636.0,0.0,0.0,283.0
19606,41.4,35413.0,662.0,2016.0,4689.0,29939.0,60.0,33.0,1061.0
19731,30.7,322.0,0.0,0.0,0.0,298.0,0.0,0.0,24.0
19802,38.6,25715.0,167.0,19488.0,1314.0,5037.0,77.0,4.0,411.0
19930,68.0,2300.0,16.0,20.0,27.0,2228.0,0.0,0.0,7.0
19931,50.3,309.0,0.0,28.0,0.0,279.0,0.0,0.0,2.0
19934,41.0,13748.0,416.0,2471.0,1198.0,9622.0,280.0,0.0,674.0
19950,42.1,7453.0,40.0,1121.0,418.0,6009.0,0.0,0.0,148.0
19958,59.4,26235.0,349.0,947.0,892.0,23913.0,70.0,30.0,773.0
19962,38.9,11710.0,435.0,2124.0,1290.0,7923.0,84.0,0.0,736.0
19118,45.7,10884.0,530.0,2025.0,688.0,7702.0,8.0,0.0,314.0
19121,27.9,32385.0,1373.0,24231.0,2213.0,5236.0,217.0,69.0,631.0
19128,35.3,37644.0,1147.0,5364.0,1532.0,29389.0,119.0,0.0,1303.0
19131,35.5,44723.0,1548.0,36093.0,1612.0,5550.0,157.0,82.0,891.0
19135,33.1,35427.0,2126.0,7586.0,8746.0,19914.0,175.0,0.0,1611.0
19316,49.8,238.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0
19319,22.0,655.0,0.0,118.0,19.0,530.0,0.0,0.0,6.0
19352,30.3,11109.0,175.0,1375.0,929.0,9249.0,0.0,0.0,180.0
19363,37.7,17274.0,127.0,731.0,2927.0,15477.0,40.0,0.0,553.0
19401,35.2,41897.0,1634.0,13741.0,9812.0,19805.0,208.0,51.0,2347.0
19472,-666666666.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
19505,47.5,3540.0,3.0,23.0,7.0,3504.0,0.0,0.0,10.0
19003,37.4,13427.0,424.0,1307.0,654.0,10945.0,35.0,0.0,551.0
19010,35.4,21572.0,1939.0,1184.0,1104.0,17378.0,0.0,7.0,788.0
19012,41.8,6328.0,600.0,1950.0,499.0,3361.0,8.0,0.0,202.0
19014,41.0,20900.0,515.0,1804.0,200.0,18109.0,99.0,0.0,267.0
19033,37.4,8826.0,18.0,524.0,623.0,8017.0,17.0,0.0,82.0
19034,43.4,5852.0,332.0,146.0,190.0,5245.0,0.0,0.0,101.0
19026,38.0,30573.0,1524.0,4643.0,1266.0,22660.0,0.0,0.0,1374.0
19035,55.3,3453.0,184.0,26.0,103.0,3119.0,7.0,0.0,76.0
19040,40.5,20901.0,356.0,624.0,1272.0,18860.0,7.0,13.0,622.0
19053,41.8,26293.0,1365.0,658.0,790.0,23273.0,1.0,67.0,733.0
19064,42.8,24664.0,908.0,332.0,342.0,22964.0,2.0,0.0,418.0
19095,42.6,7070.0,624.0,2536.0,286.0,3297.0,131.0,4.0,379.0
19102,31.6,5147.0,887.0,255.0,191.0,3920.0,0.0,0.0,58.0
19113,39.8,96.0,16.0,0.0,0.0,80.0,0.0,0.0,0.0
19122,27.6,21666.0,1416.0,7973.0,5727.0,9070.0,48.0,0.0,1010.0
19129,33.8,11275.0,433.0,3427.0,399.0,6721.0,15.0,0.0,526.0
19133,34.0,27102.0,254.0,10235.0,15809.0,7407.0,149.0,0.0,605.0
19144,34.9,43884.0,1072.0,33560.0,1735.0,7549.0,180.0,0.0,996.0
19301,47.5,6375.0,739.0,225.0,180.0,5223.0,0.0,0.0,159.0
19468,39.8,26008.0,1133.0,1460.0,549.0,22665.0,0.0,17.0,668.0
19473,41.1,16426.0,231.0,446.0,636.0,15351.0,8.0,0.0,258.0
19474,58.3,488.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0
19503,36.4,1518.0,6.0,7.0,63.0,1449.0,0.0,0.0,2.0
19530,25.1,16116.0,205.0,690.0,601.0,14839.0,0.0,0.0,260.0
19536,45.8,459.0,0.0,4.0,19.0,453.0,0.0,0.0,2.0
19539,41.0,4848.0,0.0,14.0,94.0,4818.0,16.0,0.0,0.0
19562,51.8,2257.0,0.0,0.0,63.0,2191.0,0.0,0.0,47.0
19605,41.5,19833.0,352.0,1877.0,4115.0,15330.0,241.0,0.0,915.0
19607,42.3,23494.0,405.0,1376.0,3799.0,19767.0,138.0,0.0,756.0
19709,39.5,42480.0,1989.0,9159.0,2623.0,29655.0,42.0,0.0,1155.0
19733,58.7,89.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
19130,33.5,27093.0,2276.0,4704.0,1186.0,18997.0,22.0,0.0,855.0
24651,44.6,5665.0,44.0,189.0,82.0,5214.0,18.0,0.0,118.0
20896,53.0,775.0,13.0,6.0,49.0,747.0,0.0,0.0,3.0
20906,40.3,70749.0,8856.0,16658.0,23680.0,24273.0,396.0,14.0,2953.0
20011,36.6,69710.0,1380.0,38929.0,16910.0,14847.0,297.0,13.0,2427.0
20006,19.6,2774.0,350.0,316.0,357.0,1924.0,6.0,7.0,134.0
20010,32.7,34223.0,1626.0,8813.0,9988.0,15628.0,95.0,0.0,1827.0
20024,36.2,14530.0,493.0,5681.0,1076.0,7523.0,83.0,28.0,553.0
20106,51.3,5087.0,52.0,237.0,157.0,4586.0,34.0,0.0,178.0
20112,40.7,26648.0,1417.0,3199.0,3089.0,19964.0,11.0,9.0,1130.0
20120,37.3,41312.0,11867.0,2717.0,5208.0,23663.0,75.0,130.0,1929.0
20129,55.3,522.0,28.0,59.0,24.0,365.0,0.0,0.0,70.0
20136,35.4,29875.0,3065.0,3660.0,3412.0,20708.0,78.0,18.0,1758.0
20143,51.5,827.0,101.0,14.0,18.0,679.0,0.0,0.0,18.0
20148,34.8,51243.0,18601.0,4344.0,3507.0,24053.0,214.0,26.0,3350.0
20151,38.6,23068.0,7687.0,1393.0,5149.0,12438.0,10.0,0.0,737.0
20165,38.7,31912.0,3886.0,1799.0,3261.0,23345.0,47.0,22.0,1792.0
20170,35.9,42690.0,7474.0,3139.0,12906.0,26105.0,129.0,0.0,1440.0
20171,36.4,51093.0,17304.0,5193.0,3998.0,25943.0,142.0,102.0,1880.0
20190,39.2,19950.0,2072.0,2449.0,2374.0,14245.0,20.0,0.0,819.0
20198,51.5,1905.0,0.0,32.0,14.0,1847.0,0.0,0.0,26.0
20613,42.8,14020.0,323.0,9451.0,822.0,2921.0,111.0,38.0,608.0
20628,55.9,477.0,0.0,142.0,0.0,316.0,0.0,0.0,19.0
20630,47.9,301.0,0.0,114.0,11.0,176.0,0.0,0.0,11.0
20632,36.9,432.0,0.0,34.0,99.0,333.0,0.0,0.0,65.0
20639,39.6,15793.0,598.0,1444.0,768.0,12526.0,0.0,38.0,1145.0
20675,48.1,2017.0,44.0,512.0,48.0,1256.0,32.0,0.0,173.0
20677,47.5,2416.0,0.0,454.0,22.0,1944.0,0.0,0.0,18.0
20693,44.8,833.0,0.0,89.0,27.0,700.0,15.0,0.0,29.0
20708,33.9,27843.0,1270.0,18315.0,3697.0,5160.0,78.0,0.0,793.0
20710,34.4,9553.0,255.0,6400.0,2442.0,1131.0,0.0,0.0,212.0
20746,36.1,27041.0,518.0,22264.0,2263.0,2044.0,72.0,0.0,512.0
20783,31.8,45302.0,1831.0,11040.0,29621.0,4616.0,151.0,18.0,607.0
20839,5.9,97.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0
20841,39.5,11443.0,4661.0,2115.0,495.0,4242.0,0.0,0.0,315.0
20879,34.8,26164.0,3374.0,6663.0,7316.0,11842.0,83.0,49.0,1365.0
20904,40.4,55275.0,8192.0,26298.0,8169.0,14418.0,98.0,23.0,2313.0
20759,40.4,5311.0,720.0,777.0,251.0,3551.0,20.0,0.0,217.0
20762,23.8,3079.0,88.0,680.0,616.0,1896.0,0.0,0.0,350.0
20765,54.6,407.0,0.0,186.0,0.0,221.0,0.0,0.0,0.0
20774,43.2,47165.0,939.0,41538.0,1707.0,2652.0,72.0,0.0,1180.0
20779,51.8,993.0,31.0,45.0,9.0,843.0,0.0,0.0,74.0
20781,34.6,11694.0,195.0,3496.0,4617.0,4099.0,54.0,0.0,437.0
20785,35.0,38878.0,675.0,29456.0,5126.0,4828.0,243.0,18.0,1057.0
20837,41.8,6287.0,332.0,431.0,551.0,5309.0,65.0,0.0,128.0
20853,41.5,31061.0,4240.0,3276.0,7575.0,18075.0,213.0,7.0,1110.0
20886,36.3,34834.0,3906.0,7395.0,13089.0,18036.0,74.0,0.0,1473.0
20695,45.3,8089.0,128.0,4702.0,532.0,2971.0,0.0,0.0,193.0
20706,36.7,43670.0,1533.0,29931.0,9525.0,4749.0,16.0,29.0,726.0
20712,36.4,9608.0,216.0,3903.0,3824.0,1867.0,31.0,0.0,324.0
20723,35.4,35411.0,6639.0,10986.0,2739.0,15143.0,20.0,0.0,1883.0
20737,32.9,22295.0,599.0,6473.0,12278.0,4725.0,431.0,0.0,810.0
20764,41.0,3829.0,127.0,364.0,76.0,3197.0,0.0,0.0,131.0
20769,43.1,6222.0,499.0,4150.0,300.0,1104.0,0.0,10.0,177.0
20782,35.6,33398.0,1531.0,12166.0,13830.0,6725.0,121.0,23.0,718.0
20784,35.0,30270.0,566.0,16014.0,11287.0,4353.0,57.0,0.0,876.0
20818,49.6,1971.0,280.0,65.0,119.0,1524.0,0.0,11.0,45.0
20851,34.8,15489.0,2589.0,1349.0,5661.0,8732.0,52.0,0.0,621.0
20855,44.8,15287.0,2922.0,1270.0,2018.0,9806.0,36.0,46.0,666.0
20002,33.4,67750.0,1912.0,32104.0,4757.0,30195.0,119.0,10.0,1951.0
24719,-666666666.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
24866,27.9,356.0,0.0,0.0,0.0,330.0,0.0,0.0,26.0
24869,30.9,362.0,24.0,0.0,0.0,338.0,0.0,0.0,0.0
24901,45.4,9506.0,201.0,344.0,182.0,8801.0,0.0,0.0,48.0
24986,44.5,5477.0,16.0,406.0,111.0,4749.0,0.0,0.0,268.0
24095,47.0,4332.0,0.0,91.0,73.0,4149.0,0.0,10.0,67.0
24439,45.8,1227.0,0.0,2.0,0.0,1203.0,0.0,0.0,17.0
24538,42.5,5591.0,0.0,866.0,19.0,4583.0,0.0,0.0,123.0
24540,43.4,31607.0,226.0,13430.0,1033.0,16704.0,22.0,27.0,1073.0
24541,42.4,27114.0,435.0,10272.0,1183.0,15213.0,26.0,6.0,975.0
24554,44.9,3952.0,0.0,652.0,31.0,3075.0,12.0,0.0,182.0
24574,46.3,4009.0,51.0,596.0,241.0,3280.0,0.0,0.0,63.0
24588,40.1,9936.0,54.0,1789.0,96.0,7859.0,20.0,0.0,179.0
24593,40.7,2260.0,0.0,813.0,52.0,1425.0,0.0,0.0,22.0
24594,34.8,1600.0,0.0,122.0,67.0,1478.0,0.0,0.0,0.0
24620,48.5,2932.0,0.0,0.0,0.0,2884.0,0.0,0.0,48.0
24630,44.6,7148.0,35.0,369.0,129.0,6666.0,13.0,17.0,48.0
24464,60.6,168.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0
24477,44.7,10894.0,36.0,306.0,318.0,10240.0,63.0,0.0,236.0
24479,50.5,1539.0,0.0,0.0,63.0,1510.0,8.0,0.0,21.0
24482,41.7,5267.0,0.0,162.0,121.0,4986.0,15.0,0.0,97.0
24487,62.8,322.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0
24918,40.2,2074.0,0.0,26.0,0.0,2048.0,0.0,0.0,0.0
24016,32.5,8759.0,226.0,4232.0,205.0,3811.0,23.0,0.0,344.0
24017,40.1,23699.0,445.0,14733.0,1235.0,7270.0,92.0,20.0,1045.0
24060,22.9,55676.0,5755.0,2733.0,2196.0,44971.0,264.0,45.0,1246.0
24078,42.9,7527.0,64.0,816.0,702.0,6514.0,0.0,0.0,66.0
24104,55.1,3452.0,41.0,138.0,0.0,3158.0,0.0,0.0,115.0
24136,50.8,3156.0,0.0,52.0,86.0,3075.0,0.0,0.0,28.0
24149,45.1,3401.0,43.0,0.0,14.0,3255.0,0.0,0.0,103.0
24153,42.4,37849.0,527.0,1979.0,929.0,34202.0,38.0,24.0,818.0
24184,51.3,4586.0,18.0,44.0,154.0,4401.0,9.0,0.0,114.0
24201,41.9,16252.0,38.0,964.0,391.0,14639.0,0.0,0.0,538.0
24220,41.8,1049.0,0.0,0.0,19.0,1030.0,0.0,0.0,19.0
24271,49.5,2319.0,0.0,0.0,105.0,2319.0,0.0,0.0,0.0
24282,47.1,865.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0
24925,45.7,509.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0
24931,42.4,1401.0,0.0,0.0,80.0,1401.0,0.0,0.0,0.0
24315,41.3,3563.0,10.0,222.0,32.0,3279.0,0.0,0.0,46.0
24281,49.8,2483.0,0.0,0.0,0.0,2483.0,0.0,0.0,0.0
24322,26.0,99.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
24340,42.3,6050.0,8.0,165.0,320.0,5603.0,28.0,0.0,141.0
24350,47.9,1179.0,0.0,0.0,20.0,1168.0,0.0,0.0,0.0
24351,48.8,447.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0
24360,44.1,5802.0,0.0,84.0,67.0,5687.0,0.0,0.0,31.0
24440,41.1,2948.0,19.0,133.0,15.0,2769.0,0.0,21.0,6.0
24910,48.2,5279.0,0.0,261.0,126.0,4838.0,0.0,0.0,158.0
24915,51.8,511.0,0.0,0.0,6.0,511.0,0.0,0.0,0.0
24293,40.6,9575.0,66.0,261.0,65.0,9153.0,0.0,0.0,95.0
24333,45.4,17768.0,64.0,576.0,1666.0,16916.0,21.0,16.0,55.0
24354,46.4,13934.0,77.0,492.0,175.0,13246.0,10.0,0.0,105.0
24378,60.7,998.0,4.0,5.0,1.0,964.0,0.0,0.0,25.0
24435,44.6,2028.0,22.0,28.0,60.0,1919.0,0.0,0.0,21.0
24458,61.4,401.0,0.0,0.0,0.0,398.0,0.0,0.0,3.0
24431,44.3,2571.0,63.0,0.0,0.0,2508.0,0.0,0.0,0.0
24927,57.6,123.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0
24381,47.9,3826.0,4.0,25.0,26.0,3776.0,0.0,0.0,18.0
24421,47.6,4029.0,0.0,32.0,11.0,3997.0,0.0,0.0,0.0
24442,60.3,123.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0
25235,42.1,1146.0,0.0,0.0,0.0,1146.0,0.0,0.0,0.0
24815,51.4,723.0,0.0,0.0,0.0,704.0,19.0,0.0,0.0
24827,43.3,1342.0,0.0,0.0,22.0,1342.0,0.0,0.0,0.0
24828,36.6,815.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0
24830,53.1,111.0,0.0,5.0,4.0,105.0,0.0,0.0,1.0
24836,55.2,671.0,0.0,186.0,0.0,472.0,0.0,0.0,13.0
24848,50.3,150.0,0.0,3.0,0.0,147.0,0.0,0.0,0.0
24874,49.6,3151.0,0.0,125.0,0.0,3026.0,0.0,0.0,0.0
24880,25.4,451.0,0.0,0.0,0.0,341.0,0.0,0.0,110.0
24938,52.9,1693.0,0.0,0.0,89.0,1693.0,0.0,0.0,0.0
24970,41.7,4508.0,0.0,152.0,23.0,4240.0,0.0,0.0,116.0
24984,66.4,160.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0
24012,38.9,30220.0,573.0,5286.0,2760.0,22091.0,83.0,0.0,1804.0
24831,65.3,142.0,13.0,66.0,0.0,63.0,0.0,0.0,0.0
24646,56.7,642.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0
24740,42.9,30073.0,338.0,825.0,356.0,28486.0,15.0,0.0,409.0
24801,41.9,4051.0,0.0,682.0,244.0,3066.0,28.0,0.0,108.0
24845,20.7,452.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0
24857,54.8,575.0,0.0,0.0,42.0,550.0,0.0,0.0,0.0
24860,59.9,246.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0
24868,40.0,1114.0,0.0,345.0,0.0,763.0,0.0,0.0,6.0
24920,40.7,305.0,9.0,0.0,0.0,296.0,0.0,0.0,0.0
24954,45.7,3927.0,0.0,15.0,32.0,3863.0,0.0,0.0,44.0
24015,37.9,14677.0,931.0,959.0,742.0,12367.0,12.0,0.0,408.0
24020,19.6,632.0,32.0,86.0,47.0,495.0,0.0,0.0,15.0
24092,42.8,2445.0,26.0,259.0,61.0,2088.0,7.0,0.0,65.0
24101,49.8,6290.0,134.0,189.0,64.0,5801.0,0.0,0.0,123.0
24134,42.7,5200.0,0.0,251.0,79.0,4897.0,0.0,25.0,27.0
24141,34.9,22989.0,316.0,1207.0,441.0,21037.0,0.0,4.0,384.0
24161,36.6,505.0,5.0,40.0,0.0,406.0,4.0,0.0,50.0
24279,41.4,5247.0,12.0,573.0,61.0,4588.0,4.0,0.0,70.0
24079,49.8,1817.0,0.0,0.0,19.0,1801.0,0.0,0.0,16.0
24066,47.9,5295.0,0.0,114.0,111.0,4979.0,13.0,0.0,145.0
24067,44.2,2368.0,0.0,23.0,144.0,2340.0,0.0,0.0,5.0
24076,56.0,1362.0,0.0,0.0,105.0,1362.0,0.0,0.0,0.0
24082,40.7,650.0,0.0,188.0,94.0,411.0,0.0,0.0,0.0
24120,58.5,1477.0,0.0,2.0,1.0,1447.0,0.0,0.0,27.0
24122,46.1,1600.0,11.0,56.0,3.0,1532.0,0.0,0.0,0.0
24132,40.4,282.0,0.0,0.0,0.0,247.0,0.0,0.0,35.0
24147,40.3,1418.0,10.0,22.0,0.0,1383.0,0.0,3.0,0.0
24150,57.8,820.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0
24176,60.1,1257.0,6.0,20.0,0.0,1225.0,0.0,0.0,6.0
24216,41.8,2712.0,0.0,28.0,7.0,2539.0,0.0,0.0,145.0
24248,47.0,2465.0,0.0,15.0,0.0,2450.0,0.0,0.0,0.0
24265,55.2,707.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0
24270,46.0,793.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0
24290,46.9,1968.0,47.0,62.0,9.0,1801.0,13.0,0.0,36.0
24328,57.9,1748.0,0.0,0.0,0.0,1722.0,26.0,0.0,0.0
24374,55.4,791.0,0.0,19.0,0.0,772.0,0.0,0.0,0.0
24375,37.9,1888.0,103.0,14.0,19.0,1737.0,0.0,0.0,15.0
24430,43.1,3829.0,8.0,1278.0,237.0,2332.0,87.0,0.0,109.0
24433,45.8,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0
24437,46.3,705.0,0.0,0.0,0.0,694.0,0.0,3.0,8.0
24445,43.7,2798.0,15.0,115.0,31.0,2498.0,0.0,0.0,156.0
24450,40.8,17140.0,316.0,1113.0,682.0,15233.0,14.0,0.0,336.0
24457,60.3,207.0,0.0,32.0,0.0,175.0,0.0,0.0,0.0
24486,40.6,3304.0,0.0,3.0,363.0,3162.0,0.0,0.0,139.0
24472,55.7,1722.0,4.0,2.0,10.0,1672.0,34.0,0.0,0.0
24484,52.6,549.0,0.0,28.0,28.0,493.0,0.0,0.0,28.0
26818,35.0,1029.0,0.0,167.0,0.0,862.0,0.0,0.0,0.0
42087,42.0,2551.0,6.0,121.0,48.0,2322.0,7.0,0.0,93.0
42120,35.2,3022.0,83.0,0.0,72.0,2939.0,0.0,0.0,0.0
44720,43.4,38810.0,956.0,616.0,572.0,36320.0,31.0,27.0,693.0
44064,42.5,1655.0,16.0,43.0,10.0,1487.0,0.0,0.0,109.0
44077,41.0,56579.0,410.0,3470.0,6095.0,48620.0,94.0,7.0,2500.0
44093,48.9,1018.0,14.0,0.0,0.0,1004.0,0.0,0.0,0.0
44099,26.4,2558.0,0.0,0.0,0.0,2410.0,0.0,0.0,148.0
44113,32.1,20310.0,352.0,5391.0,3249.0,12662.0,240.0,23.0,994.0
44114,33.9,6896.0,1675.0,1971.0,413.0,2944.0,79.0,0.0,178.0
44132,36.6,13726.0,125.0,8082.0,234.0,4995.0,9.0,3.0,405.0
44135,38.8,27646.0,1260.0,6359.0,4133.0,17066.0,322.0,0.0,1406.0
44136,44.9,25804.0,1314.0,928.0,921.0,23037.0,110.0,0.0,373.0
44215,41.7,2209.0,16.0,25.0,59.0,2102.0,0.0,0.0,44.0
44140,43.4,15325.0,101.0,211.0,373.0,14607.0,0.0,4.0,358.0
44141,49.3,13785.0,542.0,565.0,39.0,12469.0,0.0,0.0,209.0
44212,40.4,44625.0,803.0,1048.0,1339.0,41728.0,1.0,0.0,818.0
44223,46.5,17460.0,212.0,361.0,260.0,16583.0,67.0,2.0,216.0
44233,48.2,7967.0,118.0,5.0,30.0,7779.0,63.0,0.0,2.0
44243,19.4,4914.0,195.0,696.0,199.0,3784.0,16.0,0.0,171.0
44256,42.3,63497.0,847.0,1128.0,1521.0,59989.0,90.0,0.0,1146.0
44302,36.1,4489.0,68.0,1731.0,91.0,2441.0,10.0,4.0,208.0
44310,35.9,26135.0,5485.0,5798.0,1339.0,13314.0,74.0,0.0,1007.0
44403,48.4,3920.0,0.0,70.0,29.0,3791.0,0.0,0.0,49.0
44429,48.4,2629.0,0.0,10.0,7.0,2613.0,4.0,0.0,2.0
44445,42.7,3610.0,8.0,8.0,35.0,3398.0,0.0,0.0,196.0
44721,43.6,14065.0,70.0,507.0,272.0,12966.0,16.0,0.0,375.0
44809,54.9,269.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0
44824,44.6,4325.0,53.0,10.0,69.0,4244.0,6.0,0.0,12.0
44847,43.6,3604.0,0.0,10.0,76.0,3540.0,0.0,8.0,35.0
44849,40.1,2572.0,0.0,15.0,4.0,2552.0,0.0,0.0,5.0
44854,37.8,1639.0,0.0,14.0,170.0,1568.0,2.0,0.0,55.0
44880,45.4,2886.0,24.0,0.0,13.0,2781.0,0.0,0.0,81.0
44889,44.8,7149.0,15.0,0.0,271.0,7081.0,20.0,0.0,26.0
44903,42.1,23250.0,158.0,2970.0,504.0,18959.0,12.0,18.0,1067.0
44906,42.3,16984.0,500.0,875.0,181.0,15115.0,10.0,0.0,384.0
44241,38.8,16487.0,233.0,1344.0,384.0,14243.0,0.0,0.0,434.0
44288,43.9,3542.0,0.0,71.0,18.0,3382.0,33.0,0.0,50.0
44304,21.2,5018.0,387.0,1330.0,271.0,3103.0,0.0,0.0,146.0
44320,44.7,18554.0,239.0,12736.0,464.0,4978.0,19.0,0.0,558.0
44321,43.4,15349.0,935.0,1486.0,505.0,12483.0,25.0,0.0,371.0
44406,47.2,21394.0,548.0,321.0,389.0,20007.0,52.0,0.0,449.0
44432,45.2,12969.0,24.0,930.0,365.0,11571.0,91.0,0.0,282.0
44441,42.1,1803.0,54.0,0.0,0.0,1660.0,13.0,0.0,76.0
44443,46.9,1753.0,0.0,0.0,0.0,1753.0,0.0,0.0,0.0
44444,47.4,9776.0,72.0,83.0,69.0,9434.0,0.0,0.0,187.0
44483,44.2,24862.0,88.0,2714.0,469.0,21417.0,0.0,0.0,576.0
44503,46.7,1020.0,8.0,481.0,52.0,494.0,0.0,0.0,23.0
44510,33.9,2654.0,0.0,1913.0,110.0,614.0,8.0,0.0,119.0
44614,44.8,12597.0,70.0,38.0,129.0,12418.0,1.0,0.0,34.0
44641,43.1,20221.0,151.0,68.0,195.0,19588.0,40.0,0.0,363.0
44653,44.6,611.0,0.0,0.0,0.0,581.0,0.0,0.0,30.0
44662,43.3,9748.0,23.0,64.0,119.0,9555.0,0.0,0.0,58.0
44670,26.9,168.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0
44671,35.5,218.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0
44676,37.0,5068.0,0.0,0.0,42.0,5012.0,0.0,0.0,45.0
44707,36.0,8982.0,0.0,3052.0,197.0,5370.0,0.0,0.0,546.0
44804,45.0,883.0,0.0,2.0,42.0,864.0,0.0,0.0,3.0
44807,42.3,2064.0,0.0,13.0,68.0,2031.0,0.0,0.0,20.0
44811,40.8,12564.0,54.0,33.0,306.0,12254.0,147.0,0.0,50.0
42642,43.3,12235.0,90.0,7.0,627.0,11429.0,0.0,0.0,227.0
42717,46.0,6611.0,51.0,140.0,91.0,6130.0,0.0,0.0,142.0
42721,44.7,3495.0,0.0,18.0,12.0,3310.0,13.0,0.0,145.0
42722,46.3,531.0,0.0,13.0,0.0,496.0,0.0,0.0,22.0
42729,52.5,1343.0,0.0,0.0,34.0,1337.0,0.0,0.0,6.0
42731,61.3,118.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
42027,57.0,1516.0,0.0,0.0,0.0,1484.0,0.0,0.0,32.0
42028,29.1,839.0,0.0,0.0,0.0,839.0,0.0,0.0,0.0
42041,43.4,4506.0,6.0,784.0,130.0,3506.0,35.0,0.0,146.0
42048,49.9,1641.0,21.0,2.0,0.0,1606.0,0.0,0.0,12.0
42050,43.2,2794.0,3.0,688.0,43.0,2021.0,8.0,0.0,54.0
42079,41.8,1570.0,0.0,20.0,39.0,1348.0,0.0,46.0,156.0
42086,40.5,4414.0,0.0,165.0,17.0,4133.0,46.0,19.0,34.0
42164,41.6,16664.0,47.0,208.0,380.0,16016.0,0.0,0.0,327.0
42071,33.6,31762.0,426.0,1314.0,851.0,28869.0,103.0,32.0,865.0
42122,41.3,5371.0,23.0,102.0,55.0,5171.0,0.0,0.0,75.0
42159,42.8,1395.0,26.0,47.0,0.0,1318.0,0.0,0.0,3.0
42160,44.2,1511.0,0.0,23.0,0.0,1422.0,0.0,0.0,66.0
42166,45.5,2426.0,0.0,0.0,39.0,2382.0,28.0,0.0,16.0
42206,39.5,5843.0,0.0,106.0,286.0,5533.0,0.0,0.0,44.0
42220,38.5,6783.0,8.0,253.0,275.0,6352.0,0.0,0.0,70.0
42259,38.9,1164.0,0.0,123.0,16.0,957.0,0.0,0.0,82.0
42261,41.6,10650.0,33.0,25.0,412.0,10334.0,13.0,0.0,143.0
42274,35.6,2256.0,0.0,22.0,64.0,2198.0,0.0,0.0,0.0
42338,-666666666.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
42347,42.9,6204.0,7.0,49.0,137.0,5982.0,0.0,0.0,55.0
42366,43.4,5439.0,0.0,34.0,20.0,5399.0,0.0,0.0,6.0
42410,36.8,1427.0,0.0,135.0,47.0,1233.0,0.0,0.0,57.0
42431,39.9,25729.0,254.0,2548.0,700.0,21965.0,90.0,0.0,708.0
42141,40.8,31812.0,64.0,1355.0,1132.0,29327.0,26.0,0.0,936.0
42202,43.3,2312.0,32.0,145.0,75.0,1950.0,0.0,0.0,116.0
42236,59.2,580.0,0.0,35.0,25.0,537.0,0.0,0.0,8.0
42256,47.3,4637.0,14.0,24.0,114.0,4527.0,0.0,2.0,55.0
42262,24.8,8730.0,76.0,2059.0,1249.0,6121.0,96.0,67.0,144.0
42266,33.2,2313.0,20.0,163.0,19.0,2088.0,0.0,0.0,33.0
42333,31.4,1350.0,0.0,48.0,7.0,1295.0,0.0,0.0,0.0
42337,44.9,2342.0,25.0,285.0,0.0,1977.0,0.0,11.0,22.0
42343,38.8,1656.0,0.0,4.0,14.0,1592.0,0.0,0.0,60.0
42348,38.6,4898.0,20.0,76.0,81.0,4733.0,0.0,0.0,69.0
42408,43.5,6720.0,10.0,59.0,47.0,6521.0,0.0,0.0,130.0
42440,40.0,943.0,0.0,49.0,0.0,894.0,0.0,0.0,0.0
