Zipcode,Median Age,Population,Asian,Black,Hispanic,White,American Indian,Native Hawaaiian,Two or more races
25245,54.8,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0
25268,58.1,964.0,0.0,0.0,0.0,957.0,0.0,0.0,7.0
25286,42.8,1700.0,0.0,0.0,5.0,1603.0,0.0,0.0,97.0
25303,38.8,6764.0,229.0,624.0,89.0,5682.0,95.0,0.0,122.0
25311,40.0,10964.0,88.0,1684.0,163.0,8457.0,48.0,0.0,676.0
25419,38.6,11062.0,232.0,579.0,527.0,9821.0,0.0,0.0,321.0
25434,41.3,2821.0,21.0,93.0,0.0,2573.0,0.0,0.0,134.0
25446,52.8,1193.0,30.0,13.0,139.0,1043.0,75.0,0.0,0.0
25106,48.2,598.0,0.0,0.0,0.0,598.0,0.0,0.0,0.0
25501,51.1,1198.0,0.0,0.0,33.0,1165.0,0.0,15.0,18.0
25507,51.5,776.0,0.0,4.0,3.0,766.0,0.0,0.0,3.0
25515,44.9,2042.0,0.0,0.0,0.0,2023.0,19.0,0.0,0.0
25520,42.7,1497.0,0.0,0.0,15.0,1480.0,0.0,0.0,17.0
25535,39.3,2796.0,5.0,23.0,0.0,2619.0,0.0,0.0,149.0
25564,39.8,1174.0,0.0,0.0,0.0,1174.0,0.0,0.0,0.0
25601,42.5,5565.0,11.0,185.0,66.0,5248.0,0.0,3.0,118.0
25606,34.8,1531.0,0.0,67.0,0.0,1451.0,13.0,0.0,0.0
25608,58.0,1108.0,19.0,0.0,0.0,1089.0,0.0,0.0,0.0
25617,51.1,706.0,0.0,2.0,0.0,704.0,0.0,0.0,0.0
25621,46.1,1626.0,0.0,0.0,0.0,1626.0,0.0,0.0,0.0
25628,59.4,193.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0
25632,50.3,374.0,0.0,0.0,0.0,351.0,0.0,0.0,23.0
25644,25.5,282.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0
25671,34.5,1471.0,0.0,0.0,0.0,1471.0,0.0,0.0,0.0
25817,45.6,708.0,0.0,0.0,0.0,673.0,0.0,0.0,35.0
25818,29.8,457.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0
25836,22.4,394.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0
25843,41.5,1101.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0
25666,37.7,544.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0
25650,62.0,215.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0
26541,42.1,2739.0,0.0,60.0,12.0,2679.0,0.0,0.0,0.0
26576,38.9,616.0,0.0,0.0,43.0,616.0,0.0,0.0,0.0
26627,34.7,344.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0
26629,69.5,307.0,0.0,0.0,0.0,271.0,0.0,19.0,17.0
26676,55.4,400.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0
26680,37.4,338.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0
26714,49.0,422.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0
26726,43.0,12604.0,45.0,658.0,199.0,11629.0,0.0,22.0,213.0
26731,41.5,423.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0
26753,39.2,6049.0,51.0,18.0,0.0,5967.0,4.0,0.0,9.0
26757,45.3,6655.0,0.0,247.0,109.0,6335.0,4.0,0.0,62.0
26804,45.7,672.0,0.0,17.0,9.0,655.0,0.0,0.0,0.0
26823,51.9,141.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0
26855,49.5,564.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0
26003,44.1,41198.0,307.0,1603.0,393.0,38254.0,157.0,0.0,741.0
26031,48.7,1562.0,0.0,68.0,9.0,1474.0,0.0,0.0,16.0
26150,39.9,6362.0,28.0,68.0,82.0,6113.0,0.0,0.0,153.0
26152,53.5,118.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
26159,45.6,3325.0,0.0,10.0,0.0,3258.0,0.0,0.0,44.0
26180,48.2,2341.0,0.0,0.0,0.0,2318.0,12.0,0.0,11.0
26184,36.3,2744.0,0.0,16.0,18.0,2715.0,13.0,0.0,0.0
26217,53.4,220.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
26224,44.8,268.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0
26259,-666666666.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
26269,54.2,821.0,0.0,0.0,0.0,818.0,0.0,0.0,3.0
26278,46.7,622.0,0.0,0.0,11.0,622.0,0.0,0.0,0.0
26294,55.6,883.0,0.0,12.0,0.0,871.0,0.0,0.0,0.0
26327,27.1,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0
28119,42.2,2391.0,0.0,1444.0,253.0,824.0,0.0,0.0,8.0
26034,54.7,4203.0,0.0,0.0,0.0,4115.0,0.0,0.0,88.0
26037,44.7,6487.0,0.0,65.0,83.0,6273.0,0.0,0.0,108.0
26062,45.4,20764.0,117.0,701.0,300.0,19348.0,6.0,58.0,534.0
26143,44.6,4291.0,0.0,15.0,18.0,4266.0,0.0,0.0,0.0
26149,45.1,1977.0,0.0,0.0,8.0,1955.0,14.0,0.0,0.0
26201,41.0,19919.0,28.0,491.0,317.0,19199.0,15.0,0.0,164.0
26266,50.2,78.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
26267,33.2,308.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0
26292,55.2,636.0,3.0,0.0,0.0,633.0,0.0,0.0,0.0
26320,56.4,532.0,0.0,0.0,0.0,528.0,4.0,0.0,0.0
26347,33.2,2576.0,0.0,11.0,58.0,2541.0,0.0,0.0,24.0
26385,40.4,4203.0,0.0,5.0,54.0,4168.0,0.0,0.0,30.0
26411,39.0,922.0,0.0,0.0,0.0,922.0,0.0,0.0,0.0
26419,47.0,1055.0,0.0,146.0,0.0,905.0,0.0,0.0,4.0
26430,36.9,438.0,6.0,26.0,12.0,394.0,0.0,0.0,12.0
26440,43.5,1302.0,0.0,11.0,0.0,1253.0,0.0,0.0,38.0
26447,43.0,1379.0,0.0,0.0,7.0,1344.0,0.0,0.0,35.0
26519,43.2,2085.0,0.0,0.0,0.0,1938.0,135.0,0.0,12.0
26554,40.1,41702.0,278.0,1717.0,534.0,38588.0,21.0,0.0,756.0
26570,42.7,3554.0,0.0,0.0,0.0,3505.0,49.0,0.0,0.0
26587,40.3,423.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0
26611,51.1,239.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0
26623,54.0,1103.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0
26624,52.7,2729.0,0.0,55.0,0.0,2669.0,0.0,0.0,5.0
26443,35.6,349.0,0.0,0.0,0.0,335.0,0.0,0.0,14.0
26562,60.1,379.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0
26621,44.4,792.0,0.0,0.0,4.0,788.0,0.0,0.0,0.0
26833,42.2,2131.0,0.0,42.0,0.0,2089.0,0.0,0.0,0.0
26169,38.2,656.0,17.0,0.0,0.0,639.0,0.0,0.0,0.0
26291,37.4,176.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0
26408,42.9,3158.0,0.0,20.0,75.0,3124.0,0.0,0.0,14.0
26705,45.3,606.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0
26707,45.3,256.0,0.0,21.0,0.0,235.0,0.0,0.0,0.0
26719,47.9,3053.0,12.0,0.0,23.0,3018.0,0.0,0.0,0.0
26801,59.7,770.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0
26808,47.0,813.0,0.0,0.0,0.0,813.0,0.0,0.0,0.0
26814,34.1,453.0,0.0,0.0,6.0,453.0,0.0,0.0,0.0
26836,46.4,7080.0,227.0,597.0,189.0,6090.0,84.0,0.0,82.0
26852,51.2,742.0,0.0,1.0,11.0,718.0,0.0,0.0,23.0
26374,45.6,1220.0,0.0,0.0,0.0,1220.0,0.0,0.0,0.0
26537,44.5,5247.0,54.0,122.0,44.0,5060.0,0.0,5.0,6.0
26710,48.0,2258.0,0.0,4.0,0.0,2254.0,0.0,0.0,0.0
26716,49.0,728.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0
26717,37.2,869.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0
26743,46.9,1486.0,0.0,0.0,0.0,1486.0,0.0,0.0,0.0
26750,49.3,778.0,0.0,245.0,28.0,435.0,0.0,0.0,93.0
26560,28.6,171.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0
26335,40.4,1887.0,0.0,0.0,6.0,1881.0,0.0,0.0,0.0
26254,58.4,189.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0
26563,46.9,437.0,0.0,103.0,0.0,273.0,61.0,0.0,0.0
26591,46.3,1493.0,0.0,0.0,0.0,1472.0,0.0,0.0,21.0
26178,57.4,239.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0
26425,56.1,912.0,0.0,0.0,0.0,908.0,0.0,2.0,2.0
26559,41.5,1216.0,0.0,44.0,47.0,1162.0,0.0,0.0,10.0
26631,40.3,302.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0
26030,38.9,590.0,6.0,7.0,0.0,562.0,0.0,0.0,15.0
26170,43.3,6275.0,0.0,14.0,220.0,5921.0,0.0,0.0,145.0
26268,45.1,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
17953,50.2,427.0,3.0,0.0,0.0,422.0,0.0,0.0,2.0
26321,55.5,317.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0
26412,40.5,517.0,0.0,0.0,0.0,501.0,0.0,0.0,16.0
27890,32.1,2685.0,0.0,2178.0,12.0,485.0,0.0,0.0,17.0
27958,39.4,11354.0,75.0,619.0,392.0,10100.0,61.0,0.0,415.0
27101,35.2,19713.0,322.0,8999.0,2014.0,9335.0,43.0,0.0,694.0
27283,43.3,3194.0,24.0,148.0,266.0,2792.0,0.0,0.0,40.0
27834,32.2,57258.0,820.0,31436.0,4055.0,20914.0,108.0,15.0,1580.0
27873,52.9,413.0,0.0,179.0,53.0,182.0,0.0,0.0,8.0
27925,45.6,4003.0,18.0,1464.0,284.0,2233.0,37.0,0.0,82.0
27973,48.5,1205.0,0.0,76.0,0.0,1088.0,0.0,0.0,41.0
27110,20.0,2723.0,112.0,2062.0,57.0,443.0,0.0,0.0,106.0
27201,61.9,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
27205,41.4,34805.0,341.0,1204.0,3949.0,30162.0,206.0,14.0,489.0
27332,36.7,30743.0,351.0,5715.0,4712.0,22180.0,545.0,207.0,789.0
27340,50.8,43.0,0.0,0.0,0.0,37.0,0.0,0.0,6.0
27517,45.3,25355.0,1559.0,2679.0,1757.0,19898.0,90.0,0.0,541.0
27518,45.1,20102.0,2051.0,1394.0,546.0,16091.0,41.0,0.0,435.0
27519,39.0,56482.0,18987.0,4181.0,2410.0,30811.0,289.0,31.0,1646.0
27523,38.4,12441.0,1512.0,730.0,962.0,9542.0,59.0,0.0,390.0
27527,34.9,25337.0,214.0,2605.0,2686.0,20292.0,356.0,58.0,1297.0
27531,21.5,778.0,105.0,218.0,86.0,345.0,0.0,25.0,47.0
27537,43.5,23736.0,74.0,9445.0,2213.0,12755.0,379.0,0.0,549.0
27539,37.8,23970.0,1140.0,2537.0,2634.0,18495.0,7.0,0.0,728.0
27556,44.5,238.0,0.0,151.0,0.0,75.0,0.0,0.0,12.0
27574,48.3,14036.0,43.0,2874.0,230.0,10666.0,99.0,4.0,247.0
27617,35.3,20281.0,1434.0,4006.0,1582.0,13733.0,0.0,30.0,652.0
27709,41.3,1152.0,376.0,229.0,15.0,521.0,0.0,0.0,26.0
27825,62.5,46.0,0.0,7.0,0.0,39.0,0.0,0.0,0.0
27861,48.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
27879,45.0,316.0,0.0,170.0,11.0,125.0,2.0,0.0,9.0
27881,13.8,146.0,0.0,35.0,0.0,111.0,0.0,0.0,0.0
27978,50.2,184.0,0.0,0.0,8.0,184.0,0.0,0.0,0.0
27577,40.6,26875.0,85.0,5835.0,4914.0,19078.0,27.0,0.0,1036.0
27016,46.5,1339.0,7.0,20.0,43.0,1285.0,0.0,0.0,26.0
27326,46.8,2900.0,0.0,582.0,74.0,2289.0,0.0,0.0,25.0
27356,45.6,2759.0,12.0,63.0,295.0,2624.0,1.0,0.0,0.0
27408,41.9,18323.0,253.0,1814.0,530.0,15853.0,0.0,0.0,268.0
27504,41.5,15593.0,16.0,1852.0,2660.0,13021.0,111.0,0.0,364.0
27513,40.1,45542.0,6391.0,3567.0,3469.0,32947.0,153.0,90.0,1286.0
27520,38.8,42387.0,371.0,8644.0,4439.0,31059.0,242.0,0.0,979.0
27525,40.8,14819.0,0.0,4589.0,1355.0,8764.0,288.0,157.0,398.0
27530,39.5,38940.0,261.0,15136.0,2639.0,21887.0,169.0,9.0,1302.0
27534,37.6,32492.0,1010.0,10487.0,2269.0,19327.0,87.0,15.0,1363.0
27536,35.1,16522.0,212.0,10832.0,1001.0,4260.0,278.0,25.0,479.0
27540,35.6,39675.0,896.0,4365.0,3159.0,31378.0,179.0,23.0,1913.0
27560,33.5,35800.0,12888.0,6305.0,2096.0,14374.0,102.0,0.0,1504.0
27587,39.3,68491.0,1115.0,8462.0,3808.0,55138.0,276.0,0.0,2129.0
27866,43.8,961.0,0.0,565.0,85.0,396.0,0.0,0.0,0.0
27892,45.5,14217.0,131.0,5457.0,386.0,8392.0,10.0,77.0,133.0
27924,46.3,3568.0,2.0,1805.0,16.0,1746.0,14.0,1.0,0.0
27928,58.9,1717.0,26.0,490.0,67.0,1137.0,8.0,0.0,39.0
27935,44.0,1879.0,0.0,482.0,0.0,1339.0,17.0,0.0,41.0
27937,41.8,4448.0,60.0,1499.0,0.0,2729.0,70.0,0.0,90.0
27962,43.4,7696.0,0.0,3940.0,334.0,3255.0,4.0,0.0,464.0
26234,60.0,1319.0,0.0,9.0,7.0,1303.0,7.0,0.0,0.0
27850,54.8,7410.0,22.0,2381.0,175.0,4684.0,115.0,28.0,179.0
27871,47.6,4293.0,8.0,2310.0,349.0,1796.0,18.0,0.0,30.0
27874,54.2,3837.0,8.0,2393.0,6.0,1379.0,0.0,0.0,51.0
17025,41.6,16651.0,539.0,657.0,389.0,15037.0,0.0,0.0,365.0
28144,38.4,24858.0,44.0,10747.0,2086.0,12861.0,62.0,0.0,776.0
28150,45.6,26965.0,222.0,8168.0,1008.0,17697.0,0.0,0.0,309.0
28168,45.5,10415.0,45.0,148.0,388.0,10037.0,36.0,0.0,107.0
28173,39.2,59559.0,4000.0,4906.0,3491.0,48623.0,76.0,3.0,1595.0
28205,33.3,48798.0,2436.0,13705.0,9392.0,25956.0,230.0,260.0,1248.0
28214,35.6,42412.0,2609.0,19010.0,6325.0,16003.0,120.0,19.0,1187.0
28307,22.5,17065.0,378.0,2945.0,3728.0,10949.0,135.0,76.0,1272.0
28315,35.4,13303.0,177.0,3164.0,983.0,8912.0,467.0,0.0,406.0
28318,39.8,4250.0,28.0,360.0,468.0,3334.0,146.0,0.0,68.0
28320,46.6,9233.0,0.0,1994.0,223.0,7053.0,44.0,0.0,106.0
28333,33.5,10902.0,36.0,4469.0,3677.0,5961.0,25.0,0.0,117.0
28730,45.9,9221.0,0.0,177.0,642.0,8493.0,45.0,0.0,102.0
28480,43.8,2599.0,0.0,23.0,42.0,2500.0,12.0,0.0,64.0
28715,43.7,26476.0,129.0,307.0,2110.0,25090.0,92.0,0.0,498.0
28716,42.4,17770.0,51.0,156.0,788.0,17036.0,38.0,0.0,377.0
28729,56.8,3114.0,84.0,0.0,0.0,3030.0,0.0,0.0,0.0
28732,44.2,18107.0,380.0,1300.0,760.0,16141.0,29.0,0.0,158.0
28733,38.9,27.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0
28001,42.3,26557.0,430.0,3861.0,1425.0,21094.0,247.0,0.0,559.0
28007,50.5,720.0,0.0,645.0,18.0,75.0,0.0,0.0,0.0
28018,44.0,5234.0,5.0,77.0,108.0,5139.0,7.0,0.0,6.0
28020,38.4,2354.0,125.0,0.0,8.0,2202.0,0.0,0.0,24.0
28025,39.2,54425.0,630.0,10486.0,7223.0,37809.0,52.0,145.0,1342.0
28072,30.2,1527.0,0.0,176.0,100.0,1345.0,0.0,0.0,0.0
28432,49.0,1407.0,0.0,0.0,0.0,1407.0,0.0,0.0,0.0
28394,40.5,5547.0,33.0,784.0,224.0,4493.0,6.0,0.0,231.0
28395,42.2,2046.0,3.0,332.0,72.0,1494.0,62.0,0.0,155.0
28411,39.5,39019.0,509.0,2943.0,1828.0,34400.0,21.0,0.0,535.0
28436,38.9,2090.0,7.0,332.0,162.0,1635.0,44.0,0.0,72.0
28441,28.2,3396.0,0.0,973.0,1072.0,2012.0,32.0,0.0,46.0
28443,43.6,23266.0,127.0,727.0,495.0,21530.0,43.0,9.0,752.0
28452,38.5,899.0,0.0,291.0,0.0,608.0,0.0,0.0,0.0
28458,41.3,6761.0,9.0,2817.0,983.0,3541.0,26.0,0.0,46.0
28463,41.4,9116.0,21.0,2974.0,682.0,5588.0,188.0,0.0,229.0
28479,41.3,7561.0,41.0,919.0,154.0,5933.0,6.0,0.0,642.0
28510,56.7,1508.0,20.0,178.0,78.0,1263.0,8.0,3.0,6.0
28512,59.5,3211.0,0.0,32.0,68.0,3122.0,9.0,0.0,34.0
28515,45.2,2606.0,9.0,1107.0,184.0,1424.0,11.0,0.0,36.0
28421,40.1,1610.0,0.0,274.0,206.0,1299.0,0.0,0.0,32.0
28422,54.7,8116.0,25.0,967.0,465.0,6690.0,187.0,0.0,44.0
28423,41.5,2421.0,13.0,737.0,166.0,710.0,832.0,1.0,54.0
28430,39.2,2298.0,0.0,445.0,118.0,1769.0,11.0,0.0,0.0
28445,34.9,7196.0,11.0,100.0,399.0,6609.0,57.0,0.0,314.0
28448,37.6,902.0,0.0,102.0,111.0,678.0,0.0,0.0,11.0
28449,58.4,1778.0,0.0,0.0,35.0,1768.0,0.0,0.0,10.0
28468,62.4,5235.0,56.0,77.0,110.0,4834.0,0.0,0.0,199.0
28745,70.5,417.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0
28751,61.1,3473.0,10.0,42.0,182.0,3367.0,25.0,0.0,4.0
28752,42.2,30924.0,234.0,1494.0,2384.0,27804.0,127.0,0.0,506.0
28768,49.5,7504.0,10.0,358.0,216.0,6988.0,1.0,0.0,47.0
28805,46.3,19952.0,40.0,1880.0,1415.0,17480.0,121.0,0.0,331.0
28906,53.1,19701.0,177.0,223.0,671.0,18315.0,269.0,12.0,457.0
28077,40.9,467.0,6.0,9.0,0.0,449.0,0.0,0.0,3.0
28097,45.1,6078.0,0.0,114.0,183.0,5866.0,0.0,0.0,98.0
28103,41.6,11281.0,93.0,1983.0,685.0,8932.0,40.0,0.0,148.0
28105,40.0,46180.0,2534.0,5245.0,4078.0,34936.0,219.0,0.0,1213.0
28110,35.7,53733.0,334.0,7448.0,9876.0,43419.0,123.0,24.0,1064.0
28124,47.0,5946.0,77.0,87.0,35.0,5711.0,0.0,0.0,40.0
19140,35.0,51766.0,688.0,29369.0,21360.0,9118.0,204.0,128.0,1214.0
17009,43.6,1958.0,0.0,22.0,0.0,1931.0,0.0,0.0,5.0
17010,13.0,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0
17033,45.9,17751.0,841.0,578.0,1838.0,14807.0,49.0,0.0,182.0
17044,44.4,20986.0,117.0,127.0,601.0,19968.0,87.0,26.0,463.0
17829,42.0,244.0,5.0,0.0,0.0,239.0,0.0,0.0,0.0
17832,43.9,803.0,0.0,0.0,0.0,803.0,0.0,0.0,0.0
17835,37.3,415.0,12.0,0.0,0.0,403.0,0.0,0.0,0.0
17845,40.1,2170.0,0.0,46.0,94.0,2104.0,0.0,0.0,0.0
17861,44.6,169.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0
17866,41.0,10297.0,46.0,1409.0,682.0,8424.0,153.0,14.0,211.0
17929,40.6,1554.0,13.0,34.0,69.0,1471.0,0.0,0.0,36.0
17002,25.9,815.0,0.0,5.0,0.0,810.0,0.0,0.0,0.0
17005,45.7,339.0,0.0,0.0,26.0,327.0,0.0,0.0,12.0
17006,33.8,1105.0,10.0,0.0,20.0,1064.0,9.0,11.0,2.0
17020,44.4,9147.0,57.0,42.0,161.0,8854.0,19.0,0.0,164.0
17035,47.5,934.0,0.0,10.0,3.0,924.0,0.0,0.0,0.0
17047,37.2,2654.0,0.0,77.0,49.0,2515.0,5.0,0.0,52.0
17061,46.9,7188.0,105.0,36.0,76.0,7013.0,30.0,0.0,3.0
17065,41.6,3782.0,11.0,183.0,257.0,3406.0,0.0,0.0,83.0
17087,42.1,2739.0,3.0,7.0,98.0,2642.0,0.0,0.0,45.0
17104,29.1,20208.0,777.0,10312.0,6012.0,7003.0,121.0,0.0,792.0
17213,48.3,627.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0
17214,41.6,819.0,0.0,18.0,0.0,801.0,0.0,0.0,0.0
17215,42.1,286.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0
17222,48.0,11576.0,104.0,134.0,638.0,10901.0,34.0,0.0,372.0
17225,38.9,20844.0,190.0,363.0,647.0,19771.0,0.0,0.0,480.0
17302,50.8,2431.0,24.0,42.0,32.0,2340.0,0.0,0.0,25.0
17340,42.6,11083.0,15.0,169.0,278.0,10418.0,11.0,0.0,235.0
17355,52.3,259.0,2.0,11.0,4.0,244.0,0.0,0.0,0.0
17403,36.7,40216.0,1046.0,5520.0,8050.0,30571.0,47.0,0.0,1573.0
17516,46.3,4469.0,0.0,0.0,153.0,4389.0,0.0,0.0,70.0
17538,42.1,6669.0,14.0,179.0,693.0,6293.0,0.0,0.0,137.0
17554,37.7,7877.0,141.0,472.0,1184.0,6981.0,0.0,0.0,195.0
17557,41.1,14668.0,89.0,142.0,688.0,14019.0,0.0,0.0,316.0
17565,46.3,2675.0,0.0,0.0,40.0,2660.0,15.0,0.0,0.0
17569,38.1,5834.0,32.0,0.0,162.0,5639.0,116.0,0.0,47.0
17601,43.1,52552.0,2252.0,2164.0,5053.0,45313.0,65.0,0.0,1865.0
17602,37.9,50417.0,2111.0,7451.0,14067.0,34844.0,163.0,14.0,1806.0
17721,44.4,1579.0,11.0,1.0,0.0,1547.0,0.0,0.0,20.0
17739,56.8,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
17758,46.2,981.0,0.0,0.0,3.0,974.0,2.0,0.0,5.0
17810,41.1,5803.0,49.0,1616.0,769.0,3469.0,106.0,0.0,260.0
17823,45.4,1258.0,2.0,1.0,0.0,1244.0,0.0,0.0,11.0
17887,46.4,227.0,0.0,0.0,0.0,191.0,0.0,0.0,36.0
17921,42.6,7321.0,3.0,887.0,399.0,6024.0,126.0,0.0,121.0
17923,43.7,438.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0
17933,40.0,135.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0
17935,43.2,1595.0,4.0,5.0,77.0,1501.0,43.0,0.0,8.0
17959,46.4,1362.0,2.0,10.0,52.0,1335.0,7.0,0.0,0.0
17960,48.9,4114.0,29.0,50.0,118.0,4012.0,0.0,0.0,23.0
17972,46.1,11308.0,68.0,34.0,123.0,11052.0,0.0,0.0,154.0
17965,44.1,1989.0,7.0,0.0,72.0,1982.0,0.0,0.0,0.0
17978,42.3,286.0,0.0,0.0,0.0,280.0,0.0,0.0,6.0
17820,45.4,5616.0,6.0,7.0,65.0,5455.0,10.0,0.0,131.0
17776,61.3,264.0,0.0,0.0,0.0,261.0,0.0,0.0,3.0
17812,46.1,1258.0,0.0,3.0,0.0,1239.0,0.0,0.0,16.0
17311,54.2,193.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0
17314,40.9,6304.0,0.0,140.0,105.0,6015.0,31.0,0.0,118.0
20012,41.5,17576.0,216.0,9645.0,3182.0,4995.0,0.0,0.0,553.0
17090,44.8,5645.0,0.0,88.0,0.0,5484.0,22.0,0.0,51.0
17265,50.6,667.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0
17028,45.9,3703.0,2.0,32.0,161.0,3541.0,0.0,0.0,9.0
17067,40.6,15389.0,0.0,152.0,444.0,15023.0,31.0,0.0,137.0
17228,40.5,1154.0,0.0,0.0,0.0,1147.0,3.0,0.0,4.0
17886,21.6,1630.0,10.0,54.0,654.0,893.0,0.0,0.0,235.0
17964,50.1,801.0,0.0,0.0,12.0,795.0,0.0,0.0,6.0
17083,46.4,97.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0
17221,43.9,577.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0
17327,43.9,7590.0,18.0,78.0,152.0,7408.0,0.0,25.0,59.0
17509,29.5,4822.0,24.0,73.0,39.0,4651.0,7.0,0.0,67.0
17762,41.6,469.0,0.0,0.0,14.0,445.0,6.0,0.0,14.0
17860,41.7,2633.0,0.0,0.0,47.0,2610.0,23.0,0.0,0.0
17764,47.3,2294.0,0.0,21.0,70.0,2240.0,5.0,0.0,26.0
17814,44.5,4899.0,25.0,150.0,164.0,4577.0,0.0,0.0,91.0
17830,41.4,1913.0,0.0,7.0,25.0,1878.0,0.0,0.0,28.0
17938,40.7,2308.0,0.0,0.0,11.0,2291.0,0.0,0.0,17.0
17985,47.7,1204.0,0.0,12.0,22.0,1171.0,0.0,0.0,5.0
17744,49.7,2996.0,0.0,9.0,30.0,2933.0,0.0,5.0,22.0
17868,53.3,1135.0,12.0,25.0,0.0,1044.0,0.0,0.0,54.0
17980,43.0,3037.0,0.0,2.0,27.0,3013.0,4.0,0.0,18.0
17015,46.2,20923.0,282.0,195.0,83.0,20028.0,0.0,0.0,333.0
17030,35.5,859.0,15.0,16.0,39.0,826.0,0.0,0.0,2.0
17039,60.8,67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0
17050,42.2,38141.0,4789.0,551.0,1142.0,31784.0,91.0,15.0,658.0
17056,47.7,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
17071,52.3,121.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0
17120,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17202,42.4,29278.0,433.0,1123.0,1406.0,26859.0,0.0,0.0,771.0
17210,44.6,163.0,0.0,0.0,0.0,152.0,0.0,0.0,11.0
17217,43.6,220.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
17246,58.8,216.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0
17247,82.7,501.0,0.0,14.0,5.0,477.0,0.0,0.0,5.0
17250,-666666666.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
17251,45.6,111.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0
17256,37.4,186.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0
17261,56.5,277.0,4.0,79.0,16.0,183.0,0.0,0.0,6.0
17263,57.1,573.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0
17272,59.5,376.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0
17371,42.7,216.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0
17408,42.6,23778.0,554.0,1237.0,1229.0,21251.0,115.0,0.0,360.0
17507,61.1,117.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0
17550,30.1,953.0,0.0,10.0,10.0,841.0,0.0,0.0,102.0
17606,83.2,413.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0
17723,40.7,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
17727,65.5,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
17779,11.6,386.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0
